"","start","end","length_time","correlation","rsquared","p_value","Sing_level"
"31035300","1998-05-01","2008-08-01","64","0.3133","0.0982","0.011695","*"
"31035300","2011-05-01","2015-05-01","25","0.3029","0.0918","0.141064"," "
"","","","","","","",""
"32002200","1990-05-01","1995-09-01","35","0.263","0.0691","0.126963"," "
"32002200","2002-05-01","2005-07-01","21","0.0298","9e-04","0.898041"," "
"","","","","","","",""
"6013800","1997-06-01","2000-09-01","22","0.2276","0.0518","0.308319"," "
"","","","","","","",""
"3018900","1996-05-01","1999-09-01","23","0.6033","0.364","0.002307","**"
"","","","","","","",""
"34019600","1992-06-01","1996-10-01","29","0.0825","0.0068","0.670402"," "
"34019600","1997-07-01","2007-07-01","61","0.4744","0.2251","0.000112","***"
"","","","","","","",""
"34007800","2012-07-01","2015-10-01","22","0.5042","0.2542","0.01672","*"
"","","","","","","",""
"77010500","2001-05-01","2009-05-01","49","0.1819","0.0331","0.210955"," "
"77010500","2011-05-01","2016-09-01","35","0.5235","0.274","0.001251","**"
"","","","","","","",""
"49005600","1995-05-01","2012-05-01","103","0.257","0.0661","0.008766","**"
"","","","","","","",""
"18033800","1990-05-01","1997-05-01","43","0.3085","0.0952","0.04416","*"
"18033800","1997-07-01","2001-09-01","27","0.4709","0.2217","0.013175","*"
"18033800","2002-05-01","2009-09-01","47","0.1493","0.0223","0.316547"," "
"","","","","","","",""
"18005000","1991-05-01","1994-09-01","23","0.4644","0.2157","0.02558","*"
"18005000","1999-05-01","2007-09-01","53","0.2862","0.0819","0.03777","*"
"18005000","2008-05-01","2014-05-01","37","0.154","0.0237","0.362902"," "
"","","","","","","",""
"31074900","1998-09-01","2009-09-01","67","0.234","0.0548","0.056678","."
"31074900","2012-05-01","2016-08-01","28","0.4086","0.167","0.030861","*"
"","","","","","","",""
"2010400","1990-05-01","2007-07-01","105","0.1102","0.0121","0.263101"," "
"2010400","2011-05-01","2015-09-01"," 29","0.4784","0.2289","0.008662","**"
"","","","","","","",""
"31025500","1992-05-01","2009-09-01","107","0.3329","0.1108","0.00046","***"
"","","","","","","",""
"31026000","1990-05-01","1998-09-01","53","-0.1323","0.0175","0.345065"," "
"31026000","2000-05-01","2016-06-01","98","0.0685","0.0047","0.502894"," "
"","","","","","","",""
"31006900","1993-08-01","2014-05-01","124","0.4019","0.1615","4e-06","***"
"","","","","","","",""
"2003500","1990-05-01","1993-08-01","22","-0.0225","5e-04","0.920879"," "
"2003500","2001-05-01","2009-08-01","52","0.179","0.0321","0.204117"," "
"2003500","2010-10-01","2016-07-01","34","0.2509","0.063","0.152274"," "
"","","","","","","",""
"82011500","2002-05-01","2011-09-01","59","0.4316","0.1863","0.000643","***"
"","","","","","","",""
"82008700","2002-05-01","2008-09-01","41","-0.0518","0.0027","0.747652"," "
"82008700","2009-05-01","2017-07-01","51","0.1445","0.0209","0.311775"," "
"","","","","","","",""
"82010600","1990-05-01","1998-06-01","50","0.1612","0.026","0.263414"," "
"82010600","1998-08-01","2002-05-01","22","0.5701","0.325","0.005608","**"
"82010600","2002-07-01","2010-05-01","47","0.0986","0.0097","0.509473"," "
"","","","","","","",""
"82034900","1998-05-01","2002-07-01","27","0.2611","0.0682","0.188345"," "
"82034900","2002-09-01","2009-06-01","40","0.1578","0.0249","0.330886"," "
"82034900","2009-10-01","2012-09-01","18","-0.1046","0.0109","0.679624"," "
"","","","","","","",""
"82001600","1996-05-01","2001-10-01","36","-0.0098","1e-04","0.954903"," "
"82001600","2002-07-01","2007-07-01","31","0.3907","0.1527","0.029768","*"
"","","","","","","",""
"9001000","2008-05-01","2012-06-01","26","0.153","0.0234","0.455615"," "
"9001000","2013-06-01","2017-08-01","27","0.0224","5e-04","0.911737"," "
"","","","","","","",""
"41008900","2005-05-01","2009-09-01","29","-0.1574","0.0248","0.41481"," "
"","","","","","","",""
"3050600","2000-05-01","2003-09-01","23","0.1519","0.0231","0.489131"," "
"3050600","2004-05-01","2007-06-01","20","-0.1689","0.0285","0.476567"," "
"3050600","2011-05-01","2017-09-01","41","0.2499","0.0625","0.115073"," "
"","","","","","","",""
"3035900","1993-05-01","1999-05-01","37","0.1166","0.0136","0.49205"," "
"","","","","","","",""
"3047500","1995-06-01","2002-07-01","44","0.1163","0.0135","0.452019"," "
"3047500","2003-05-01","2006-08-01","22","0.2408","0.058","0.280406"," "
"3047500","2006-10-01","2010-09-01","24","0.0802","0.0064","0.709348"," "
"3047500","2011-05-01","2014-08-01","22","0.6278","0.3942","0.001758","**"
"","","","","","","",""
"3010700","1997-05-01","2002-09-01","35","0.3098","0.096","0.070139","."
"3010700","2009-05-01","2012-09-01","23","0.5909","0.3491","0.00299","**"
"3010700","2013-05-01","2016-09-01","23","0.4624","0.2138","0.02631","*"
"","","","","","","",""
"21012300","2007-05-01","2010-09-01","23","-0.1789","0.032","0.414095"," "
"","","","","","","",""
"60021700","1990-05-01","1996-07-01","39","0.0566","0.0032","0.732169"," "
"60021700","1996-09-01","2010-09-01","85","0.1402","0.0197","0.200575"," "
"60021700","2014-05-01","2017-10-01","24","0.0543","0.0029","0.80115"," "
"","","","","","","",""
"34017100","1991-05-01","1996-09-01","35","0.4416","0.195","0.007917","**"
"34017100","2009-06-01","2015-09-01","40","0.559","0.3125","0.000177","***"
"","","","","","","",""
"34004400","2005-09-01","2008-10-01","20","-0.1426","0.0203","0.548545"," "
"","","","","","","",""
"73020000","1990-05-01","1996-09-01","41","0.3252","0.1058","0.037991","*"
"73020000","2002-05-01","2006-09-01","29","0.2518","0.0634","0.187603"," "
"73020000","2014-08-01","2017-10-01","21","0.1382","0.0191","0.550195"," "
"","","","","","","",""
"72009300","1998-05-01","2003-08-01","34","0.2639","0.0696","0.131528"," "
"","","","","","","",""
"86029300","1997-05-01","2000-08-01","22","0.4466","0.1994","0.037199","*"
"86029300","2000-10-01","2009-10-01","55","0.3662","0.1341","0.005963","**"
"","","","","","","",""
"72005000","2005-05-01","2009-07-01","27","0.2226","0.0496","0.264362"," "
"72005000","2011-05-01","2016-10-01","36","0.5153","0.2655","0.0013","**"
"","","","","","","",""
"80003400","2005-05-01","2016-10-01","72","0.513","0.2631","4e-06","***"
"","","","","","","",""
"11023400","1999-05-01","2010-09-01","71","0.1152","0.0133","0.338632"," "
"11023400","2012-05-01","2016-09-01","29","0.2598","0.0675","0.173589"," "
"","","","","","","",""
"11028100","1993-08-01","2015-10-01","135","0.1562","0.0244","0.070498","."
"","","","","","","",""
"18013600","1992-05-01","1996-09-01"," 29","0.2277","0.0518","0.234844"," "
"18013600","1999-05-01","2016-09-01","107","0.4024","0.1619","1.7e-05","***"
"","","","","","","",""
"4015500","2000-05-01","2010-09-01","65","0.1965","0.0386","0.116636"," "
"4015500","2014-05-01","2017-09-01","23","0.4916","0.2417","0.017203","*"
"","","","","","","",""
"31081300","1991-05-01","1995-07-01","27","-0.0285","8e-04","0.887647"," "
"31081300","1995-10-01","1999-05-01","20","-0.3421","0.117","0.139832"," "
"31081300","1999-07-01","2008-09-01","57","0.1493","0.0223","0.267661"," "
"","","","","","","",""
"31078600","1996-05-01","1999-09-01","23","0.2441","0.0596","0.261595"," "
"31078600","2000-05-01","2008-09-01","53","0.1472","0.0217","0.292949"," "
"","","","","","","",""
"40003100","2003-09-01","2008-06-01","28","0.3428","0.1175","0.074165","."
"40003100","2011-05-01","2013-10-01","18","0.756","0.5716","0.000284","***"
"","","","","","","",""
"69084800","1993-05-01","1999-09-01","41","0.3129","0.0979","0.046405","*"
"69084800","2000-05-01","2005-09-01","35","0.1447","0.0209","0.406805"," "
"69084800","2006-05-01","2012-10-01","42","0.4681","0.2191","0.001771","**"
"","","","","","","",""
"31065000","1990-05-01","2002-05-01","73","0.0186","3e-04","0.875876"," "
"31065000","2002-09-01","2015-06-01","76","-0.0017","0","0.988114"," "
"","","","","","","",""
"3028600","1990-05-01","1996-07-01","39","0.2533","0.0641","0.119782"," "
"3028600","1998-05-01","2005-05-01","43","0.2081","0.0433","0.1805"," "
"3028600","2008-05-01","2017-09-01","59","0.2366","0.056","0.071164","."
"","","","","","","",""
"69093900","1990-05-01","1993-08-01","22","0.4505","0.203","0.035364","*"
"69093900","1993-10-01","2009-09-01","96","0.2907","0.0845","0.004065","**"
"69093900","2010-05-01","2017-10-01","48","0.3412","0.1164","0.017635","*"
"","","","","","","",""
"16014700","1990-07-01","1994-09-01","27","0.2862","0.0819","0.147892"," "
"16014700","1995-05-01","1999-09-01","29","0.2587","0.0669","0.175414"," "
"16014700","2003-05-01","2008-09-01","35","0.2749","0.0756","0.11004"," "
"16014700","2011-05-01","2014-08-01","22","0.6465","0.418","0.001149","**"
"16014700","2014-10-01","2017-09-01","18","0.1737","0.0302","0.490731"," "
"","","","","","","",""
"21009400","1997-05-01","2003-09-01","41","0.2125","0.0452","0.182206"," "
"21009400","2004-05-01","2007-09-01","23","0.0942","0.0089","0.66892"," "
"","","","","","","",""
"76007200","1997-10-01","2003-09-01","36","0.1768","0.0313","0.302195"," "
"76007200","2011-05-01","2014-09-01","23","0.1339","0.0179","0.542539"," "
"","","","","","","",""
"4023000","2000-06-01","2003-08-01","21","0.0658","0.0043","0.776758"," "
"4023000","2008-08-01","2015-05-01","40","0.2081","0.0433","0.197493"," "
"","","","","","","",""
"34039000","2000-10-01","2006-10-01","37","0.3692","0.1363","0.024512","*"
"34039000","2008-05-01","2017-09-01","59","0.4235","0.1793","0.000832","***"
"","","","","","","",""
"34003200","2008-05-01","2016-10-01","54","0.3732","0.1393","0.005447","**"
"","","","","","","",""
"18016100","2000-05-01","2009-08-01","58","0.4345","0.1888","0.000653","***"
"18016100","2010-05-01","2014-08-01","28","0.3958","0.1567","0.037077","*"
"","","","","","","",""
"18035100","1990-05-01","2001-09-01","71","0.1697","0.0288","0.157053"," "
"18035100","2002-05-01","2005-09-01","23","0.2139","0.0458","0.326989"," "
"18035100","2006-05-01","2009-09-01","23","-0.2887","0.0834","0.181501"," "
"","","","","","","",""
"18032500","1997-05-01","2001-09-01","29","0.503","0.253","0.005413","**"
"18032500","2002-05-01","2009-09-01","47","0.1918","0.0368","0.196517"," "
"","","","","","","",""
"10000600","1992-05-01","2004-10-01","78","0.5619","0.3158","0","***"
"10000600","2006-05-01","2013-10-01","48","0.4007","0.1606","0.004765","**"
"","","","","","","",""
"82011800","1990-05-01","1998-06-01","50","-0.0361","0.0013","0.803408"," "
"82011800","1998-08-01","2002-05-01","22","0.1654","0.0273","0.462063"," "
"82011800","2002-07-01","2009-10-01","46","0.1523","0.0232","0.312141"," "
"","","","","","","",""
"82012200","1998-05-01","2003-09-01","35","0.6012","0.3614","0.000134","***"
"","","","","","","",""
"82031800","1997-06-01","2007-08-01","63","0.2093","0.0438","0.09973","."
"82031800","2009-10-01","2014-07-01","28","-0.029","8e-04","0.883617"," "
"","","","","","","",""
"82001000","1995-06-01","1998-06-01","19","0.0099","1e-04","0.967978"," "
"","","","","","","",""
"9003900","1994-05-01","2017-05-01","139","0.52","0.2703","0","***"
"","","","","","","",""
"69065300","2002-06-01","2012-10-01","65","0.3606","0.13","0.003174","**"
"","","","","","","",""
"69050900","1991-05-01","1997-05-01","37","0.1805","0.0326","0.28503"," "
"69050900","2006-05-01","2010-10-01","30","0.0413","0.0017","0.828294"," "
"","","","","","","",""
"69041200","1993-05-01","1996-05-01","19","0.6342","0.4022","0.003542","**"
"69041200","1998-05-01","2005-05-01","43","0.4953","0.2453","0.000733","***"
"","","","","","","",""
